dataset,file,split,horizon_ratio,tilt_deg,bbox_mean_cy,interpretation
curb,1c6d27b9971ac8587ffc1c4b7527b82e_jpg.rf.f1573a055baf1a55cbf9f5d5be412e36.jpg,test,0.618,28.6,0.717,고각도(내려다봄)
curb,image365_jpg.rf.f4b800e97bdcb23e96a3eb005b9992f6.jpg,test,0.09,-18.9,0.292,눈높이(정면)
curb,image663_jpg.rf.4c74dc75f83c100118942db79bdf3dae.jpg,test,0.105,-17.5,0.435,눈높이(정면)
curb,image549_jpg.rf.6e33ea91c8a23943a05949e4d0dc4fbe.jpg,test,0.088,-19.1,0.129,눈높이(정면)
curb,image4_jpg.rf.850c77f8e3c7c2ae272b2c16bb542949.jpg,test,0.362,5.6,0.326,눈높이(정면)
curb,image264_jpg.rf.9ac904395debc6ef88254de4a9a0c317.jpg,test,0.585,25.7,0.437,눈높이(정면)
curb,image69_jpg.rf.105a33bfcf4fcce8e73cff0e6bff4e87.jpg,test,0.596,26.6,0.59,고각도(내려다봄)
curb,image279_jpg.rf.f38d46e859005086df8140a338fb7415.jpg,test,0.89,53.1,0.597,고각도(내려다봄)
curb,image42_jpg.rf.673b1532ebc91393992d9644b8712799.jpg,test,0.642,30.8,0.306,눈높이(정면)
curb,image13_jpg.rf.cef60ba02708df6538d3d028eb85cf0a.jpg,test,0.759,41.3,0.675,고각도(내려다봄)
curb,image585_jpg.rf.ffc7e19f6e35af5de0a5cbfaf3248c70.jpg,test,0.346,4.1,0.565,고각도(내려다봄)
curb,image261_jpg.rf.aa28fbe4e6981f0bccbfc79fdb0cecd1.jpg,test,0.305,0.4,0.775,고각도(내려다봄)
curb,image450_jpg.rf.103d48df50c3f6e57060cff85f3efb68.jpg,test,0.373,6.6,0.678,고각도(내려다봄)
curb,image147_jpg.rf.dcf648513557ea97a36782334558e5f3.jpg,test,0.65,31.5,0.27,눈높이(정면)
curb,image675_jpg.rf.27f560ea914df8c01cf8ea35e2d119a7.jpg,test,0.37,6.3,0.592,고각도(내려다봄)
curb,image153_jpg.rf.9ef35a889a65611154b1980d1f5cd1c8.jpg,test,0.528,20.5,0.501,고각도(내려다봄)
curb,image445_jpg.rf.67a0eb5a8b2b6bdfb5b9a1e8c64d5766.jpg,test,0.63,29.7,0.517,고각도(내려다봄)
curb,0edcc4e659abed53815d8ba7ec2cbe7a_jpg.rf.c4ec82a630757274ed02c512cedf1eff.jpg,test,0.696,35.6,0.972,고각도(내려다봄)
curb,image61_jpg.rf.340b962eb405d2e6e0cb9da67a14519f.jpg,test,0.182,-10.6,0.909,고각도(내려다봄)
curb,image356_jpg.rf.c3965c3520a52f9297fde0224b1bf65e.jpg,test,0.906,54.5,0.526,고각도(내려다봄)
curb,image261_jpg.rf.69c0071afb703ce7035a027cf837c45c.jpg,test,0.315,1.3,0.769,고각도(내려다봄)
curb,image19_jpg.rf.18ee5062f2a7103b2647a3dcac411f64.jpg,test,0.833,48.0,0.437,눈높이(정면)
curb,image268_jpg.rf.5027a5041dd875d0d3ba970600459ced.jpg,test,0.145,-14.0,0.386,눈높이(정면)
curb,image71_jpg.rf.8d8f8813095546f8b6d3087692137ebc.jpg,test,0.456,14.1,0.592,고각도(내려다봄)
curb,image113_jpg.rf.2dbc159a7a097a65cb2028105ba04276.jpg,test,0.353,4.8,0.412,눈높이(정면)
curb,image306_jpg.rf.da45bb6171b475fbc44dcd3f2b13bf65.jpg,test,0.096,-18.4,0.554,고각도(내려다봄)
curb,image57_jpg.rf.4e20868ef7fa168ee703da1f93b29a23.jpg,test,0.423,11.1,0.554,고각도(내려다봄)
curb,e5794184bc539b22c9ef49a9b5a589a_jpg.rf.f3e1dc1df39e78f8a143dffc97b82a0a.jpg,test,0.678,34.0,0.348,눈높이(정면)
curb,image31_jpg.rf.440d696c8315f845728326529ce3bab9.jpg,test,0.884,52.6,0.648,고각도(내려다봄)
curb,image312_jpg.rf.901993dd5ef3e1a2cc3574fd52f5eab2.jpg,test,0.778,43.0,0.542,고각도(내려다봄)
curb,image148_jpg.rf.bae89047fe0b0d2a3107d407a86fe10b.jpg,test,0.571,24.4,0.564,고각도(내려다봄)
curb,image528_jpg.rf.e2b2d0924b93a9c75b3e6bfd44b0e080.jpg,test,0.333,3.0,0.42,눈높이(정면)
curb,image389_jpg.rf.cb84833d5a85fa2f07f5732f6e15a5d7.jpg,test,0.164,-12.3,0.562,고각도(내려다봄)
curb,image634_jpg.rf.048e2ef30fcb7e59676a6b027d5add2a.jpg,test,0.489,17.1,0.363,눈높이(정면)
curb,image72_jpg.rf.bf813f8334bac08358aa492529ca9440.jpg,test,0.137,-14.7,0.181,눈높이(정면)
curb,image671_jpg.rf.a918e5c55c4ea81670e3d060a49159c5.jpg,test,0.501,18.1,0.552,고각도(내려다봄)
curb,image97_jpg.rf.1d4cc3d5fe1073b9e6052432d071d14f.jpg,test,0.728,38.5,0.505,고각도(내려다봄)
curb,image256_jpg.rf.f805c8d44dfd50a9e5798e70e965803d.jpg,test,0.491,17.2,0.518,고각도(내려다봄)
curb,image19_jpg.rf.792d29a69c0f463b70d30447d5cb892a.jpg,test,0.5,18.0,0.419,눈높이(정면)
curb,1d0bd79c71427d22bc079651a289ef02_jpg.rf.3bc66ae30988cdad332d2d6b08a7bb93.jpg,test,0.488,16.9,,
curb,image685_jpg.rf.7988053319391189f24df0d9da3704a9.jpg,test,0.203,-8.7,0.505,고각도(내려다봄)
curb,image607_jpg.rf.c4a2d78cd46a5d09ea94b0861570ae5c.jpg,test,0.77,42.3,0.0,눈높이(정면)
curb,image406_jpg.rf.e88bd27eb38eca07f468466caf88ade3.jpg,test,0.194,-9.6,0.502,고각도(내려다봄)
curb,image190_jpg.rf.845a84bd95f819268d997c398c476c43.jpg,test,0.538,21.4,0.489,눈높이(정면)
curb,image53_jpg.rf.75b6f2bb18babf1839ea2c24a5dda5e8.jpg,test,0.265,-3.2,0.521,고각도(내려다봄)
curb,image84_jpg.rf.1dde11f235ead937688d1e407e7f5539.jpg,test,0.526,20.4,0.443,눈높이(정면)
curb,image300_jpg.rf.4c74d322317d36a84cae063fb47b51f2.jpg,test,0.143,-14.2,0.058,눈높이(정면)
curb,image55_jpg.rf.49102ff60d5896dd28762fdadf0c3a4d.jpg,test,0.134,-14.9,0.0,눈높이(정면)
curb,0a89796292c7e341de943cf8a632d41e_jpg.rf.65e653296ea687f55ef97c5e25903bce.jpg,test,0.13,-15.3,0.796,고각도(내려다봄)
curb,image179_jpg.rf.d1214adc4c79e73f675d42fcd7638839.jpg,test,0.364,5.8,0.445,눈높이(정면)
curb,image588_jpg.rf.aa5945190fb2bbfc9c404b96ab234adf.jpg,test,0.484,16.5,0.379,눈높이(정면)
curb,image182_jpg.rf.0d20294fdfb148b95c09aa7fbcaa53e5.jpg,test,0.786,43.7,0.523,고각도(내려다봄)
curb,65eaad5a990a0dacebdb6fdca02ba9a_jpg.rf.0421f0fa1c8b9b2fc2a67344f243fbd3.jpg,test,0.346,4.1,0.47,눈높이(정면)
curb,image186_jpg.rf.1f6bbe17fe421bf2065985bbbcd0c7fe.jpg,test,0.758,41.2,0.499,눈높이(정면)
curb,image387_jpg.rf.739a398c8682518e51655387aa6a9f21.jpg,test,0.667,33.0,0.75,고각도(내려다봄)
curb,image148_jpg.rf.47bde7c4bc200a0e2fb360cddeb9292e.jpg,test,0.541,21.7,0.563,고각도(내려다봄)
curb,image635_jpg.rf.d7da7e669685fc52de4cb9b2b0005a26.jpg,test,0.709,36.8,0.0,눈높이(정면)
curb,image656_jpg.rf.2665d8626512f4cf662199ecf84db86f.jpg,test,0.573,24.6,0.593,고각도(내려다봄)
curb,image116_jpg.rf.53eb951eb618b81fa74fb05fba64a08e.jpg,test,0.533,21.0,0.552,고각도(내려다봄)
curb,image603_jpg.rf.ff86e416d660a3f71b920a91d91fd1a5.jpg,test,0.835,48.1,0.588,고각도(내려다봄)
curb,image172_jpg.rf.2fdb6bae7c92cd5f103251fd9e0d70fe.jpg,test,0.805,45.4,0.705,고각도(내려다봄)
curb,image43_jpg.rf.f80a23f2940e1b51f7444bdedbad6dfc.jpg,test,0.828,47.5,0.239,눈높이(정면)
curb,3a8998da8fe4abd6cbecb12c6fc4753_jpg.rf.783d50e9f3ffbf4dfdf28818ec3a58eb.jpg,test,0.215,-7.7,0.432,눈높이(정면)
curb,0f02bf36f69ff6340008490531920bb3_jpg.rf.258061383384884ed5a653f8d2ab5c62.jpg,test,0.258,-3.8,0.519,고각도(내려다봄)
curb,image187_jpg.rf.4a733830abadb5ce2874fb765788cb03.jpg,test,0.373,6.5,0.395,눈높이(정면)
curb,image22_jpg.rf.413590b09ecb20ca539d0031b737ac9e.jpg,test,0.579,25.1,0.927,고각도(내려다봄)
curb,image66_jpg.rf.d024c78080fb405161f448f3c72f9982.jpg,test,0.72,37.8,1.0,고각도(내려다봄)
curb,image406_jpg.rf.2596bd573dc01de89f345e0729e0587f.jpg,test,0.185,-10.3,0.502,고각도(내려다봄)
curb,image488_jpg.rf.066c355f4c99d18e9a0ec96049a0fe93.jpg,test,0.195,-9.5,1.0,고각도(내려다봄)
curb,image52_jpg.rf.d7a6cd98813ae6b1b2333b418001f55c.jpg,test,0.132,-15.1,0.836,고각도(내려다봄)
curb,image30_jpg.rf.a6801d6a8d26765859463db891a2913e.jpg,test,0.098,-18.1,0.342,눈높이(정면)
curb,image288_jpg.rf.aa68ae311ad49732b99265a2901d0a45.jpg,test,0.246,-4.9,0.529,고각도(내려다봄)
curb,image235_jpg.rf.29dc6ace2255983c5ab853f91f5181c4.jpg,test,0.315,1.3,0.651,고각도(내려다봄)
curb,image633_jpg.rf.4c6220bc4aa8c96eb9ecb09cbaad26f8.jpg,test,0.36,5.4,0.544,고각도(내려다봄)
curb,image3_jpg.rf.1c9f74c2bd6c65e486e1fd647990e9eb.jpg,test,0.431,11.8,0.444,눈높이(정면)
curb,image164_jpg.rf.7a4a04b7bd0473116127bf2836c9140a.jpg,test,0.675,33.7,0.425,눈높이(정면)
curb,image59_jpg.rf.5b852e4758ef009cab371f296d75ce6e.jpg,test,0.676,33.8,0.421,눈높이(정면)
curb,image683_jpg.rf.c073d411fe1955d7cc21bd400356ee04.jpg,test,0.409,9.8,0.477,눈높이(정면)
curb,image42_jpg.rf.914f897b00c3a383544552182d855a74.jpg,test,0.51,18.9,0.331,눈높이(정면)
curb,image387_jpg.rf.1803558d8f382d4c697600508899c597.jpg,test,0.164,-12.2,0.921,고각도(내려다봄)
curb,image469_jpg.rf.00660ace6cc3cf763c99f18cf202db45.jpg,test,0.55,22.5,0.397,눈높이(정면)
curb,image503_jpg.rf.c51240baf9922702e2347f894fb976d9.jpg,test,0.746,40.2,0.473,눈높이(정면)
curb,image304_jpg.rf.7a2a7fe16a2d8d19c7693ea39a0f21a1.jpg,test,0.667,33.0,0.5,고각도(내려다봄)
curb,image486_jpg.rf.de1e602e8e10887a037a50ed1a883723.jpg,test,0.641,30.7,0.312,눈높이(정면)
curb,image45_jpg.rf.8d5d5ace3afb77575a37b280a7f51e05.jpg,test,0.135,-14.8,0.53,고각도(내려다봄)
curb,image298_jpg.rf.9c0e4fb79ae8731fabb4561b06cf12e0.jpg,test,0.845,49.0,0.978,고각도(내려다봄)
curb,curb12_jpg.rf.c3adb6436f229f544bad2170837faa2b.jpg,test,0.281,-1.7,0.542,고각도(내려다봄)
curb,image559_jpg.rf.b8b1997f346a4a4b1020fef459ef357b.jpg,test,0.74,39.6,0.472,눈높이(정면)
curb,image64_jpg.rf.dca9a170532cb5c5c9882a8262f368f3.jpg,test,0.545,22.0,0.467,눈높이(정면)
curb,image223_jpg.rf.f7a27f705b8f5df597cf327425bea545.jpg,test,0.315,1.3,0.535,고각도(내려다봄)
curb,image662_jpg.rf.7558ac5985427efb0fc6a548a91d407a.jpg,test,0.473,15.5,0.513,고각도(내려다봄)
curb,image623_jpg.rf.18ee2dbe31615e334d37a90a33501628.jpg,test,0.215,-7.7,0.466,눈높이(정면)
curb,image71_jpg.rf.24a042a8a061fd2d77995e8725bd4b54.jpg,test,0.667,33.0,0.492,눈높이(정면)
curb,image416_jpg.rf.03556c6fabeb98abe939bc38c4ccfdbc.jpg,test,0.464,14.8,0.528,고각도(내려다봄)
curb,image44_jpg.rf.97208316cc7753d0f45d4d4a85def5e4.jpg,test,0.686,34.7,0.416,눈높이(정면)
curb,image349_jpg.rf.fdda567e758e849b016cb5717aa58a76.jpg,test,0.245,-5.0,0.491,눈높이(정면)
curb,0f2af6c88ffebd3d6770cdda6bed656c_jpg.rf.8bc6f768edb1328cf7ff4964b2043776.jpg,test,0.616,28.4,0.83,고각도(내려다봄)
curb,curb3_jpeg_jpg.rf.490eb9f29c2a0b301e4138f62c381c2f.jpg,test,0.665,32.9,0.55,고각도(내려다봄)
curb,image51_jpg.rf.b5ff29ba42222a5900c0de7c0825724e.jpg,test,0.819,46.7,0.607,고각도(내려다봄)
curb,test_jpg.rf.7add2747779d40df4f826fb616452b06.jpg,test,0.552,22.7,0.957,고각도(내려다봄)
curb,image259_jpg.rf.4f64534db1a2373a27301d1f660eb32b.jpg,test,0.561,23.5,0.426,눈높이(정면)
curb,image171_jpg.rf.9944482bc14dc2d92dad3bc416cc5ce3.jpg,test,0.356,5.0,0.803,고각도(내려다봄)
curb,image21_jpg.rf.602e6f655e774ab960098c120a06d790.jpg,test,0.097,-18.3,0.923,고각도(내려다봄)
curb,image1_jpg.rf.4387b2833a072176464b2bf8e4113092.jpg,test,0.46,14.4,0.432,눈높이(정면)
stair,46_jpg.rf.34c366264a15fd47898e2d52eb73e640.jpg,train,0.68,34.2,0.9,고각도(내려다봄)
stair,405_jpg.rf.f268e4ba95a1ad036d0a6a6a8dc5a1ba.jpg,train,0.056,-21.9,0.177,눈높이(정면)
stair,115_jpg.rf.6bdbdb3c541847f3ce2567ebfd96481f.jpg,train,0.478,16.0,0.468,눈높이(정면)
stair,243_jpg.rf.992dcf3da142bfaf865de85bf96e594d.jpg,train,0.105,-17.6,0.999,고각도(내려다봄)
stair,116_jpg.rf.b3e280143e61109fab591b72d5abe977.jpg,train,0.328,2.5,0.555,고각도(내려다봄)
stair,267_jpg.rf.dd7b3845a4be818b8d4e90e22e1e87cc.jpg,train,0.58,25.2,0.715,고각도(내려다봄)
stair,461_jpg.rf.1687f7b5e82f3d0e915c99d3a0147a1f.jpg,train,0.509,18.8,0.997,고각도(내려다봄)
stair,110_jpg.rf.13c14552c1a2e95a85aaec72ba8c8aeb.jpg,train,0.172,-11.5,0.795,고각도(내려다봄)
stair,379_jpg.rf.02df49e678591c55abc961a3217ffb07.jpg,train,0.761,41.5,0.372,눈높이(정면)
stair,168_jpg.rf.9740701c0a2989dcfe042149e3461161.jpg,train,0.481,16.3,0.463,눈높이(정면)
stair,191_jpg.rf.b213cec0541a24c89877781c9abe9551.jpg,train,0.439,12.5,0.846,고각도(내려다봄)
stair,33_jpg.rf.13ff1d63ae861ad340698e9e8c8aa947.jpg,train,0.616,28.4,0.586,고각도(내려다봄)
stair,396_jpg.rf.8a47123bedc1312c3b34a51facedaf6d.jpg,train,0.458,14.2,0.479,눈높이(정면)
stair,335_jpg.rf.4df9dc180deaabc3f16ff9a7b5ae901e.jpg,train,0.354,4.9,0.56,고각도(내려다봄)
stair,373_jpg.rf.3f69ef5be11c8d5615ef921ef790f50b.jpg,train,0.31,0.9,0.705,고각도(내려다봄)
stair,368_jpg.rf.9cca415f3c2b0ec83b96aa0f72210f83.jpg,train,0.289,-1.0,0.647,고각도(내려다봄)
stair,121_jpg.rf.3b262def1f53df27a93e7ae661e07df0.jpg,train,0.24,-5.4,0.854,고각도(내려다봄)
stair,181_jpg.rf.29a2f2b0be28c84bc654e731a2550ebe.jpg,train,0.521,19.9,0.82,고각도(내려다봄)
stair,400_jpg.rf.14524c8705a752f5f144f01af030a3aa.jpg,train,0.676,33.8,0.445,눈높이(정면)
stair,252_jpg.rf.07c5c9f5a91c45555ee0e2e076799703.jpg,train,0.479,16.1,0.212,눈높이(정면)
stair,325_jpg.rf.12cfb3930e238dcb692421679fbeccb3.jpg,train,0.18,-10.8,0.407,눈높이(정면)
stair,8_jpg.rf.f73896e6802719312938617216b81862.jpg,train,,,0.996,고각도(내려다봄)
stair,317_jpg.rf.26388daf544ea4a303f3e9b990b73168.jpg,train,0.058,-21.8,0.609,고각도(내려다봄)
stair,187_jpg.rf.3162778626b5fa91234ad9845ff9a9e1.jpg,train,0.495,17.5,0.798,고각도(내려다봄)
stair,227_jpg.rf.60fc4c1911c9619cbfb26dc8aebf7ad8.jpg,train,0.25,-4.5,0.201,눈높이(정면)
stair,66_jpg.rf.27f12ff5f73431d2ba3675001a95e23d.jpg,train,0.835,48.2,0.499,눈높이(정면)
stair,333_jpg.rf.b25bd0dec383e07201511eb08ac10a2a.jpg,train,0.504,18.4,0.146,눈높이(정면)
stair,338_jpg.rf.ff3d5380d60aa727f571e7ab8ae04dc8.jpg,train,0.116,-16.6,0.351,눈높이(정면)
stair,72_jpg.rf.d72d7f1d4ca1e710affa7f2587cbdd22.jpg,train,0.608,27.7,0.689,고각도(내려다봄)
stair,9_jpg.rf.5a3a60a8d6e1035297423b41ae1e6739.jpg,train,0.401,9.1,0.78,고각도(내려다봄)
stair,3_jpg.rf.b135e67af1c7049e5bd3a0eef1100496.jpg,train,0.714,37.3,0.996,고각도(내려다봄)
stair,98_jpg.rf.787befa1f1e57e62be61a85b4209a4c6.jpg,train,0.579,25.1,0.317,눈높이(정면)
stair,142_jpg.rf.5533e23a1829855819b669a7fd8955bf.jpg,train,0.427,11.4,0.997,고각도(내려다봄)
stair,195_jpg.rf.5a5e96b74fd406c6c99b52e11b2711ea.jpg,train,0.468,15.1,0.836,고각도(내려다봄)
stair,413_jpg.rf.00cae9c92a546c3c966ad3e861807f8c.jpg,train,0.16,-12.6,0.27,눈높이(정면)
stair,421_jpg.rf.f184a2f95ef02e7d031ea1fecc055483.jpg,train,0.499,17.9,0.718,고각도(내려다봄)
stair,273_jpg.rf.084ff59cdb4680024f2ebd9174f13dd8.jpg,train,0.583,25.5,0.715,고각도(내려다봄)
stair,362_jpg.rf.d6a99d4a51470e92823d31748250f99f.jpg,train,0.475,15.7,0.655,고각도(내려다봄)
stair,74_jpg.rf.cf42d4421bd1fd5fb2c00513e5199f69.jpg,train,0.385,7.7,0.889,고각도(내려다봄)
stair,78_jpg.rf.857257cbce19a590ba9b79572e52b4b6.jpg,train,0.286,-1.3,0.749,고각도(내려다봄)
stair,40_jpg.rf.fd12ba92f3c4096a3ea7ee9041c402d7.jpg,train,0.927,56.4,0.468,눈높이(정면)
stair,219_jpg.rf.cca64d55e1cffa3d2ac34013cea4565f.jpg,train,0.359,5.3,0.996,고각도(내려다봄)
stair,137_jpg.rf.8ee9b37de04b9949e86ea911199e8e76.jpg,train,0.482,16.3,0.574,고각도(내려다봄)
stair,247_jpg.rf.0c6c924f395670138f33e74a03857514.jpg,train,0.497,17.7,0.531,고각도(내려다봄)
stair,348_jpg.rf.70a37dc606ed07dfe8267b5f365b869c.jpg,train,0.475,15.7,0.701,고각도(내려다봄)
stair,189_jpg.rf.feb3dc0d4e965dfc9b61693779f1d70e.jpg,train,0.613,28.2,0.417,눈높이(정면)
stair,65_jpg.rf.8755e98fff506a9e6eb27bd5393b637a.jpg,train,0.64,30.6,0.366,눈높이(정면)
stair,145_jpg.rf.f39807667301a0fff23162bfc976921c.jpg,train,0.499,17.9,0.084,눈높이(정면)
stair,501_jpg.rf.9fae40cd679e16702b17c05f80fd7614.jpg,train,0.271,-2.6,0.484,눈높이(정면)
stair,330_jpg.rf.46105cef92c7025753fed8be8398b257.jpg,train,0.361,5.5,0.158,눈높이(정면)
stair,53_jpg.rf.2d6e842c68f6ce8aa0ec2b49a95a937e.jpg,train,0.664,32.8,0.532,고각도(내려다봄)
stair,422_jpg.rf.c9a407b498db1f05e7c1ade0189b56f4.jpg,train,0.376,6.8,0.715,고각도(내려다봄)
stair,318_jpg.rf.d4cd00f3e83d5334d9a655708ade2cd2.jpg,train,0.291,-0.8,0.435,눈높이(정면)
stair,93_jpg.rf.64b76579f8484c2629211e1e9f375005.jpg,train,0.733,39.0,0.575,고각도(내려다봄)
stair,287_jpg.rf.392bf4f70f9e78c29c7735d1c8165a2f.jpg,train,0.636,30.2,0.423,눈높이(정면)
stair,172_jpg.rf.6415ac1bf915adecb9069eb16e26e231.jpg,train,0.585,25.6,0.437,눈높이(정면)
stair,350_jpg.rf.7da588fbf940665fe2643b33b52fe1c2.jpg,train,0.499,17.9,0.618,고각도(내려다봄)
stair,482_jpg.rf.6bbdecb44b6316a39681ee26dd8bf6c0.jpg,train,0.488,16.9,0.428,눈높이(정면)
stair,250_jpg.rf.68233c375f0430d9d98a3b2f8cd7c0dd.jpg,train,0.757,41.1,0.416,눈높이(정면)
stair,395_jpg.rf.2194e41ce2a39adc9a5bd082e19c8bb3.jpg,train,0.47,15.3,0.937,고각도(내려다봄)
stair,345_jpg.rf.c4ec9e4913917ffffcaa6daacdda0060.jpg,train,0.847,49.2,0.364,눈높이(정면)
stair,182_jpg.rf.cbdd16f70a079e16baef6ba13f6b1e7b.jpg,train,0.753,40.8,0.195,눈높이(정면)
stair,367_jpg.rf.5dc72ee808310e79858dbf8ec9ec6ccf.jpg,train,0.252,-4.3,0.642,고각도(내려다봄)
stair,278_jpg.rf.f1319b0e953ca55b993cdd9ea1f795a3.jpg,train,0.652,31.6,0.993,고각도(내려다봄)
stair,112_jpg.rf.382b11ea7ccb3eb37dc77247d4ee5ce4.jpg,train,0.345,4.0,0.6,고각도(내려다봄)
stair,83_jpg.rf.6388c14ec1803f7f993c758fa752400a.jpg,train,0.402,9.2,0.388,눈높이(정면)
stair,445_jpg.rf.953fe88dd5c8e4ce61977087b62f337c.jpg,train,0.133,-15.0,0.473,눈높이(정면)
stair,138_jpg.rf.3896c123cc4e24ecac0724a2d1e1023f.jpg,train,0.359,5.3,0.627,고각도(내려다봄)
stair,90_jpg.rf.c9a898d900e1a185a1d7639603dd043f.jpg,train,0.175,-11.2,0.869,고각도(내려다봄)
stair,89_jpg.rf.f1cdf220410feeffbadb53436d008f59.jpg,train,0.492,17.3,0.173,눈높이(정면)
stair,132_jpg.rf.2f35d01287009d736bae060f3c128b7f.jpg,train,0.29,-0.9,0.125,눈높이(정면)
stair,127_jpg.rf.17bf054c5e4bfb77a690df48101cbee1.jpg,train,0.709,36.8,0.683,고각도(내려다봄)
stair,237_jpg.rf.38dcb6db116b73a34615a501c6c3d76e.jpg,train,0.519,19.7,0.33,눈높이(정면)
stair,388_jpg.rf.b61c45e34ce57aa708a8403a45b67ddd.jpg,train,0.417,10.5,0.417,눈높이(정면)
stair,69_jpg.rf.f1120d46f6cf38b2eff3ad973d4c7312.jpg,train,0.831,47.8,0.593,고각도(내려다봄)
stair,306_jpg.rf.e18dd4550f9a45178ca12caac7e1b9f5.jpg,train,0.315,1.3,0.872,고각도(내려다봄)
stair,420_jpg.rf.f3f446f2581063d59b8890e356b86faf.jpg,train,0.339,3.5,0.727,고각도(내려다봄)
stair,11_jpg.rf.8e2caf3954d16b480132f284ae327b22.jpg,train,0.25,-4.5,0.848,고각도(내려다봄)
stair,363_jpg.rf.2e520fb763bff98232105aacc3a40bf6.jpg,train,0.536,21.2,0.627,고각도(내려다봄)
stair,351_jpg.rf.249ea6b030a270a20efbb2ba5c1a9f7c.jpg,train,0.325,2.3,0.771,고각도(내려다봄)
stair,196_jpg.rf.d7d30f869044c969af1323d9906c5bcd.jpg,train,0.243,-5.1,0.65,고각도(내려다봄)
stair,244_jpg.rf.68da1bbfc0867b1ad2e4bd6417b4717c.jpg,train,0.334,3.1,0.388,눈높이(정면)
stair,118_jpg.rf.7117b46cf4401fcbfc1ff75370baf5d2.jpg,train,0.34,3.6,0.276,눈높이(정면)
stair,478_jpg.rf.90eb3fa86c6c3aeb8fb9c90245a9a570.jpg,train,0.712,37.1,0.488,눈높이(정면)
stair,45_jpg.rf.0ce6e1514602e6c7d7c778a2979a30e2.jpg,train,0.514,19.3,0.416,눈높이(정면)
stair,499_jpg.rf.b2b0345394d4ec4bb8dc681309d63be6.jpg,train,0.151,-13.4,0.615,고각도(내려다봄)
stair,462_jpg.rf.61f36816613938fa8c51d90662d2956a.jpg,train,0.548,22.3,0.323,눈높이(정면)
stair,313_jpg.rf.067093dd2fce8d5c4667ec76c92dc2b9.jpg,train,0.407,9.6,0.591,고각도(내려다봄)
stair,410_jpg.rf.f7fff5e90c495ca7e87c502f506d42a4.jpg,train,0.088,-19.1,0.457,눈높이(정면)
stair,201_jpg.rf.4d125a48c7e8c45609ffdc9af690080e.jpg,train,0.758,41.2,0.593,고각도(내려다봄)
stair,371_jpg.rf.064f7877d190ab93c11d3b1cb3cb1607.jpg,train,0.286,-1.3,0.791,고각도(내려다봄)
stair,128_jpg.rf.44642c8d804416b722cfc3fd9aab312e.jpg,train,0.489,17.0,0.668,고각도(내려다봄)
stair,355_jpg.rf.40184c5e8038d0e07adc99af9f545474.jpg,train,0.347,4.2,0.63,고각도(내려다봄)
stair,322_jpg.rf.68f4cbe5597cf0956a7df6ecd879b2ce.jpg,train,0.212,-7.9,0.628,고각도(내려다봄)
stair,393_jpg.rf.525152b2150201a56fa901fa017d4c6c.jpg,train,0.301,0.1,0.401,눈높이(정면)
stair,160_jpg.rf.f01fff8b045a3ae72396f570a9b49ec9.jpg,train,0.559,23.3,0.997,고각도(내려다봄)
stair,262_jpg.rf.bed6bada4c4bdbb0daebd32122db0753.jpg,train,0.788,43.9,0.761,고각도(내려다봄)
stair,275_jpg.rf.e58d1c6340e38ab74632973c768bb806.jpg,train,0.49,17.1,0.355,눈높이(정면)
stair,17_jpg.rf.ab0509a09cc9c773f5cd36328b2e2343.jpg,train,0.292,-0.7,0.96,고각도(내려다봄)
stair,222_jpg.rf.e941f2f8409a930908147f3ecbc8567a.jpg,train,0.345,4.1,0.422,눈높이(정면)
stair,212_jpg.rf.db4e06ed58ac4b4e07b08cdd2edcb17c.jpg,train,0.213,-7.8,0.732,고각도(내려다봄)
stair,280_jpg.rf.db5cddac9a2a49f73b48778c167a390c.jpg,train,0.528,20.5,0.824,고각도(내려다봄)
stair,412_jpg.rf.cc063c6510ce2b24a2b84e299aeaa9eb.jpg,train,0.194,-9.6,0.273,눈높이(정면)
stair,29_jpg.rf.1fec74dfc49e42cc3a81f86342c60baf.jpg,train,0.609,27.8,0.322,눈높이(정면)
stair,360_jpg.rf.d1188081009c0932f7ffff45845a0c58.jpg,train,0.387,7.8,0.639,고각도(내려다봄)
stair,414_jpg.rf.cf0ff72d155e68e494524012d2a3e9b0.jpg,train,0.191,-9.8,0.298,눈높이(정면)
stair,390_jpg.rf.646be4708aa455642815ec2fe6769665.jpg,train,0.272,-2.5,0.457,눈높이(정면)
stair,374_jpg.rf.852c5c2eb7a667540f3cd53f6a68c8dd.jpg,train,0.262,-3.4,0.645,고각도(내려다봄)
stair,426_jpg.rf.636e655a7cbe9311b246f6b90c532e54.jpg,train,0.506,18.6,0.417,눈높이(정면)
stair,455_jpg.rf.cc27ab5b1d7620073abaf88abdc933e8.jpg,train,0.277,-2.1,0.0,눈높이(정면)
stair,205_jpg.rf.9c08958d824b3528a79ead65f3ba39ce.jpg,train,0.342,3.8,0.556,고각도(내려다봄)
stair,463_jpg.rf.cf22d252e6047f6597768bc286879a86.jpg,train,0.373,6.6,0.007,눈높이(정면)
stair,44_jpg.rf.a760a37c96d80820fae3f497a5554fab.jpg,train,0.492,17.3,0.416,눈높이(정면)
stair,238_jpg.rf.ddf53a3e27cb7e0358ace9e61cee16f2.jpg,train,0.802,45.1,0.0,눈높이(정면)
